player_id,name,position,team,rank_value,bye,status
9230,Tanner McKee,QB,PHI,423.0,0,Active
8207,Tyler Goodson,RB,IND,423.0,0,Active
8135,Treylon Burks,WR,TEN,423.0,0,Active
9227,Israel Abanikanda,RB,GB,423.0,0,Active
11595,Jared Wiley,TE,KC,423.0,0,Active
7610,Trey Lance,QB,LAC,423.0,0,Active
3200,Sterling Shepard,WR,TB,423.0,0,Active
12546,Marcus Yarns,RB,FA,423.0,0,Active
6111,Jake Browning,QB,CIN,423.0,0,Active
6865,Colby Parkinson,TE,LAR,423.0,0,Active
7066,K.J. Osborn,WR,FA,423.0,0,Active
12494,Kyle McCord,QB,PHI,423.0,0,Active
11644,Cody Schrader,RB,LAR,423.0,0,Active
10228,Charlie Jones,WR,CIN,423.0,0,Active
10228,Charlie Jones,WR,CIN,423.0,0,Active
10228,Charlie Jones,WR,CIN,423.0,0,Active
10223,Eric Gray,RB,NYG,423.0,0,Active
4574,Cooper Rush,QB,BAL,423.0,0,Active
12477,Kurtis Rourke,QB,SF,423.0,0,Active
6012,Travis Homer,RB,CHI,423.0,0,Active
4179,Joshua Dobbs,QB,NE,423.0,0,Active
7568,Brevin Jordan,TE,HOU,423.0,0,Active
12470,Riley Leonard,QB,IND,423.0,0,Active
8123,Hassan Haskins,RB,LAC,423.0,0,Active
11582,Carson Steele,RB,KC,423.0,0,Active
5409,Tanner Hudson,TE,CIN,423.0,0,Active
8221,Keaontay Ingram,RB,KC,423.0,0,Active
3161,Carson Wentz,QB,MIN,423.0,0,Active
5854,Drew Lock,QB,SEA,423.0,0,Active
6136,Jarrett Stidham,QB,DEN,423.0,0,Active
12718,Konata Mumpfield,WR,LAR,423.0,0,Active
2359,Ameer Abdullah,RB,FA,423.0,0,Active
10216,Kenny McIntosh,RB,SEA,423.0,0,Active
9492,Trey Palmer,WR,NO,423.0,0,Active
11256,Tyson Bagent,QB,CHI,423.0,0,Active
8225,Daniel Bellinger,TE,NYG,423.0,0,Active
5038,Michael Gallup,WR,FA,423.0,0,Active
4111,D'Onta Foreman,RB,FA,423.0,0,Active
6869,Adam Trautman,TE,DEN,423.0,0,Active
9998,Hendon Hooker,QB,CAR,423.0,0,Active
7842,Luke Farrell,TE,SF,423.0,0,Active
3257,Jacoby Brissett,QB,ARI,423.0,0,Active
8172,Greg Dulcich,TE,MIA,423.0,0,Active
3164,Ezekiel Elliott,RB,FA,423.0,0,Active
11573,Frank Gore Jr.,RB,BUF,423.0,0,Active
11636,Johnny Wilson,WR,PHI,423.0,0,Active
7585,Davis Mills,QB,HOU,423.0,0,Active
5955,Hunter Renfrow,WR,FA,423.0,0,Active
829,Andy Dalton,QB,CAR,423.0,0,Active
